sample_id,study,mission,hardware,ecotype,condition,gravity,light,age_days,MYA1,MYA2,XI_K,SPR1,MAP65_1,CLASP,FRA1,CESA4,CESA7,CESA1,CSI1,IRX9,IRX10,XTH4,EXPA1,SEC,SPY,Xylan_4M_KOH,Xyloglucan_1M_KOH,Pectin_CDTA,Cellulose_Residue,Root_Length_mm,Root_Skewing_deg,Hypocotyl_Length_mm,Dry_Weight_mg
BRIC16_FLT_D1,OSD-121,STS-131,BRIC-16,Ler-0,Spaceflight,0.0,Dark,4,11.162555802769694,10.283189636776191,10.916629229273742,8.048718982588074,8.420475876979653,8.118697834876928,9.325616576064611,9.847994998554316,10.557265678364962,9.448713892153803,8.299940133028702,10.342201968029912,9.598230185257375,10.076774909546655,9.611626127350497,9.3903089809319,9.527978696093847,106.22376328614367,144.88931830623758,158.8300436225985,273.38117655017095,11.302988336234948,36.23033468341115,6.82338398581561,1.4814727935421916
BRIC16_FLT_D2,OSD-121,STS-131,BRIC-16,Ler-0,Spaceflight,0.0,Dark,4,11.144872406108595,10.29751692080394,10.787563562493917,8.128963176306067,8.829047799144414,7.975839460580255,9.571084623880354,10.601270627201972,9.91441623652203,9.263708251612924,8.391611617340281,10.629086644177198,10.065238045605758,10.448822539010937,9.868929462639809,9.294056501859615,9.575288593172795,117.26070373717266,151.47201722750222,119.67910686176555,313.7579256465875,10.6745424458999,45.79861180397207,7.1069560955657245,1.5906470515031745
BRIC16_FLT_D3,OSD-121,STS-131,BRIC-16,Ler-0,Spaceflight,0.0,Dark,4,11.317541201161704,9.917873790468201,10.479237400942768,8.192830441012457,8.625110169649432,8.264138958600293,9.979164656733928,10.073551634013553,10.397680358184456,9.234986268483723,8.440468344318797,9.549398339297165,10.085162088069021,9.975125933363806,10.14696368047877,9.113012976576483,9.295656426545706,117.90385223623,121.63257005414613,133.56077459918512,268.60282802452747,11.132450674565547,40.81417022041501,7.237197791326422,1.5263981376239224
BRIC16_FLT_D4,OSD-121,STS-131,BRIC-16,Ler-0,Spaceflight,0.0,Dark,4,11.44853923263109,10.262735411312123,10.110124348184286,8.561115583125678,8.696492733592896,8.054707347928312,9.535108496949364,10.070521757887484,10.396490428113593,9.812936261266636,8.570424614104653,9.745709342894681,10.217981776019139,10.07372129219843,9.933302519463359,9.538362107375601,9.288721241157855,114.410117542504,148.28498675038105,122.92616865669298,264.43949836987326,12.235987010397288,43.065372697277105,6.113902751071224,1.7169801608485373
BRIC16_GND_D1,OSD-121,STS-131,BRIC-16,Ler-0,Ground,1.0,Dark,4,8.951634858891858,8.68455608605125,9.248260954157756,10.694747202715895,9.897166851099104,8.595627279290975,7.857548280925466,7.462948472442879,8.155201865876538,10.424798813065506,9.482748002313734,7.608452847618824,8.108967685628542,8.914264638702946,8.507878369169488,7.929727182363438,8.160882829965557,44.10710794999947,95.705666235172,176.3912850440741,233.28991960264403,14.181912697082169,5.515771237263597,8.116713997124485,1.812323621663787
BRIC16_GND_D2,OSD-121,STS-131,BRIC-16,Ler-0,Ground,1.0,Dark,4,9.630149954941986,9.335003703629607,8.909119319932051,10.14387314390568,10.06931975946858,8.84345231808816,8.248145745275245,7.637217235416566,8.523533890259033,10.39527619064544,9.471222038512149,7.6571944720271725,7.903558944274677,8.66296090392492,8.093391536687955,7.94960400527655,8.491544487652465,40.38613458781494,113.81846926808551,168.11576030436223,223.28014504082475,15.749650530175925,-0.5073309860672905,9.170545247001488,1.9125209233907423
BRIC16_GND_D3,OSD-121,STS-131,BRIC-16,Ler-0,Ground,1.0,Dark,4,8.825378311263382,8.811042821326344,8.821726796123476,10.531689630165964,9.928512808957976,8.76135938236051,8.54772273606669,8.423659549636106,8.070055897370823,10.466440725085283,9.349312758450806,7.305892395877959,8.191866609574713,8.983901056577938,8.403915293674995,8.23691861684377,8.50658074448374,45.98319639911442,120.50282460320308,160.69686481046818,253.34264594387054,14.399118423482387,7.85069929195531,8.429282436630292,1.8417568001875977
BRIC16_GND_D4,OSD-121,STS-131,BRIC-16,Ler-0,Ground,1.0,Dark,4,9.675043299461564,8.880780688270235,8.785123378984578,10.595496213775439,9.314778339704437,8.896068567820791,8.354494060660148,8.051118343521976,8.278107747786462,10.319014348791155,9.173484438757361,7.5208715790013585,8.257126713863752,7.784564270190511,8.19726642088403,7.68149141860228,8.049665130054604,50.05648242423651,107.13100380841374,162.76678753522407,194.86062755652472,13.561248661660379,2.4078700231018595,7.758286831322524,1.9343996186682937
BRIC16_FLT_L1,OSD-121,STS-131,BRIC-16,Ler-0,Spaceflight,0.0,Light,4,10.754988786117613,10.417463713691948,10.563255653466785,8.64054294684921,8.462510293500646,7.771837476150236,9.596071807549583,9.850881027671969,9.95451346335415,9.632008574581626,8.536405991253162,10.015142325254226,9.993391032222293,10.358591654068853,10.011999489161951,9.182218026206003,9.5439916736701,115.17293834561409,152.37359695903362,144.54201122615186,285.42713506843,11.007909300827222,47.96259080153852,5.642069740354019,1.6166619341824835
BRIC16_FLT_L2,OSD-121,STS-131,BRIC-16,Ler-0,Spaceflight,0.0,Light,4,11.278800400933694,10.018516313048146,10.695396003620273,8.19316011416329,9.024500061063739,8.056341941165366,9.652983608711247,9.777636010845278,10.373989366641224,9.657470354960582,8.160744921800504,9.304820045454079,10.202900813874226,9.940750799825379,9.953138498601794,9.083287584163878,9.311312674633191,117.64379961969117,130.07426634825882,140.87821056510086,290.33022777537434,12.933950459257582,45.505575092544305,7.26525189740584,1.572091152415002
