sample_id,study,mission,hardware,ecotype,condition,gravity,light,age_days,MYA1,MYA2,XI_K,SPR1,MAP65_1,CLASP,FRA1,CESA4,CESA7,CESA1,CSI1,IRX9,IRX10,XTH4,EXPA1,SEC,SPY,Xylan_4M_KOH,Xyloglucan_1M_KOH,Pectin_CDTA,Cellulose_Residue,Root_Length_mm,Root_Skewing_deg,Hypocotyl_Length_mm,Dry_Weight_mg
R1_roots,OSD-615,ISS Veggie,Veggie,Col-0,Spaceflight,0.0,Light,6,11.383385929912953,10.695881788381202,11.228506590721294,8.569864435747133,8.789445999669,8.123568603935224,9.820925805505214,10.459537055563993,10.82101229317359,9.539324599519839,8.300481962298607,10.525333823965935,10.501606689082958,10.476222840425004,10.085415691771011,9.682675592973938,9.81076120382955,145.61422150829634,139.26023212698766,145.15485600273703,315.9247829677098,17.74792840039983,43.867643519078925,10.374525865188948,0.2249967254096909
R3_roots,OSD-615,ISS Veggie,Veggie,Col-0,Spaceflight,0.0,Light,6,11.192226453743656,10.856170414742552,11.15867300552144,8.495555040908119,8.115815794382582,8.248565605831022,9.82056808009897,10.592995817579148,10.543790808511218,9.348577066801873,8.354179713162337,10.692429043149996,10.209308321799126,11.040063596797838,10.30133583605869,9.934522641757248,9.979594447244043,142.72167541027343,159.68866529000815,130.80168594734133,305.6397334844627,18.074336931809164,47.101438297311546,9.528881480463182,0.3033743965582303
R6_roots,OSD-615,ISS Veggie,Veggie,Col-0,Spaceflight,0.0,Light,6,12.127861272173309,11.183363590571915,10.886762448404268,8.883312092169566,8.515145682172712,7.947877641052286,9.893755821778766,10.656677209551379,10.656024273259735,9.566948511202613,8.351654850850514,10.262796101922543,10.275553558918002,10.840108604308499,9.780679786216096,9.4607146022096,10.031294201682742,129.71438997264508,153.39379996056255,143.98488439697343,314.68210871884986,18.57973050247247,50.08471201545248,9.554009229810337,0.26602263181094865
R5_roots,OSD-615,ISS Veggie,Veggie,Col-0,Spaceflight,0.0,Light,11,12.32090169903546,11.217772098650038,11.754725976095687,8.516174377582505,8.78883697378779,8.1326472580223,10.099080283394994,11.548074771363622,11.039081316776256,9.735896317899122,8.440578088293266,11.57441995686648,10.992370215514892,10.750373834138687,10.180349486415878,9.786483473397137,9.997646105105755,155.5946313426754,158.97956701127652,143.24843029133353,307.27956035421784,46.23362159957988,48.79622945206841,9.685087357654751,1.2243438094691477
R8_roots,OSD-615,ISS Veggie,Veggie,Col-0,Spaceflight,0.0,Light,11,11.997597449151863,11.172730496415577,11.541051462830122,8.573549756897174,8.779468346905192,8.107448529150147,9.800703866318669,10.889167623051717,11.348182492578616,9.884739078692224,8.760554159124915,11.23781193009041,10.467878339814405,10.624474900059816,9.800721885540257,9.905461554419661,9.715944229477532,150.1674250980106,153.71768780793647,127.40833722950701,316.3927596332238,44.17527187709794,51.5640950801561,10.12784099247934,1.2522412533029168
R12_roots,OSD-615,ISS Veggie,Veggie,Col-0,Spaceflight,0.0,Light,11,11.960201514409446,11.278540067448684,11.58273312105552,8.410401209240455,9.19263613905851,7.961118856498838,9.96573076689947,10.782243839472883,11.114382929269986,9.664716923619006,8.626364610482728,11.104282063834244,10.761301073615082,10.552219357438187,9.463861156027132,9.956060488380444,9.590271931944633,150.09262726519822,154.1147372542955,154.47196231050373,298.9570343227159,44.75560485036583,44.41892262849867,11.357698829363638,1.2423485180644651
R7_roots,OSD-615,ISS Veggie,Veggie,Col-0,Ground,1.0,Light,6,9.516721883088023,8.757227365986294,9.105403093807176,10.829455913685937,10.157012716911657,8.950522358246403,8.127447873935264,7.8354190220545785,8.147061874245564,10.620741329421413,9.388256448654221,8.148338287632106,8.098688016437023,8.812506745633609,8.565679994606398,8.453509110177453,8.337661637569786,45.51538500315264,142.19778081581927,169.34883818658054,263.54086641780776,18.852324708392484,9.940379350809124,12.063493043694258,0.34233288174158805
R10_roots,OSD-615,ISS Veggie,Veggie,Col-0,Ground,1.0,Light,6,9.540574477451166,9.025740490543635,9.075270817883835,10.53609845768051,9.90684328052234,9.098666727168457,8.164659488758653,8.074239014741584,8.161867958036387,10.699324731258045,9.68248263405515,7.612131969894573,7.543049508575435,8.641807654831187,8.507196103869997,8.411716943919439,8.410217478832312,42.80741493627073,130.4117677223336,176.03954036365815,240.4955203126809,19.647359906769424,10.154679874396098,11.78665609212087,0.2895575058517979
R11_roots,OSD-615,ISS Veggie,Veggie,Col-0,Ground,1.0,Light,6,9.382132718508625,8.852940068731904,8.833456786106298,10.991677244302998,9.931706917807249,8.898280525800503,8.342557017586795,7.951046073317158,8.186052310433585,10.169435326719867,9.261549019832014,7.754996174941362,8.242019026748828,9.17410434536308,8.690437492600019,8.125328360683296,8.178527425243345,50.64727644457845,120.75210486587811,180.14287385978642,253.17320217203923,17.394215060028177,10.637014438593582,11.926018991829343,0.3122198665926983
R2_roots,OSD-615,ISS Veggie,Veggie,Col-0,Ground,1.0,Light,11,10.023694172913288,9.10552682969291,10.028524175384616,10.96048407026426,9.62932888829007,9.018319236241933,8.105917327707306,8.295731734416007,8.470599186199511,10.397527377683483,9.249442490700597,8.599271990654765,8.087423925194061,9.096105202292987,8.875959330263546,8.038654881284952,8.534692628043663,50.36788120330068,123.26513467551617,182.28283689345668,249.31862583584373,45.76056881736224,1.8710841165214611,12.93704495329817,1.2571355627208254
